number,value,datetime_start,datetime_complete,duration,params_bagging_fraction,params_bagging_freq,params_cat_l2,params_cat_smooth,params_extra_trees,params_feature_fraction,params_lambda_l1,params_lambda_l2,params_learning_rate,params_max_cat_to_onehot,params_min_data_in_leaf,params_min_data_per_group,params_num_leaves,user_attrs_optimal_trees,system_attrs_fixed_params,state
0,0.20675506099405183,2026-06-25 01:19:29.874544,2026-06-25 01:19:31.260674,0 days 00:00:01.386130,,,,,,,,,,,,,,41,{},COMPLETE
1,0.20323324805928022,2026-06-25 01:19:31.275891,2026-06-25 01:19:36.126215,0 days 00:00:04.850324,0.9195981825434215,1.0,0.18327672955935934,3.4702669886504163,False,0.9704285838459497,0.9699128611767781,1.6649020373367633,0.015355286838886862,8.0,1.0,57.0,28.0,331,,COMPLETE
2,0.20152435687401282,2026-06-25 01:19:36.140042,2026-06-25 01:19:40.978141,0 days 00:00:04.838099,0.7550213529560301,1.0,0.01153297626310632,0.028888383623653185,False,0.5090949803242604,0.4561243772186142,1.5703734051898879,0.009445600138094694,19.0,6.0,20.0,7.0,952,,COMPLETE
3,0.21189721494102232,2026-06-25 01:19:40.995008,2026-06-25 01:19:44.127589,0 days 00:00:03.132581,0.8777243706586128,1.0,1.6278053965878447,11.015056790269638,False,0.708540663048167,0.09776234679498323,1.3684976297216627,0.009093929525644107,17.0,10.0,81.0,2.0,999,,COMPLETE
4,0.21091840449306054,2026-06-25 01:19:44.137075,2026-06-25 01:19:47.159996,0 days 00:00:03.022921,0.848553073033381,1.0,0.11277639166461569,0.5414413211338525,True,0.47322294090686734,0.9695876693017821,1.550288133439893,0.01869052934095898,12.0,42.0,6.0,2.0,1000,,COMPLETE
5,0.21250508745841312,2026-06-25 01:19:47.170146,2026-06-25 01:19:52.118160,0 days 00:00:04.948014,0.8793699936433255,1.0,0.0513253156994884,0.022737628102536857,False,0.9368964102565893,0.3568176513609199,0.5619409259237927,0.08342309693146736,64.0,1.0,6.0,137.0,34,,COMPLETE
6,0.20597328569748297,2026-06-25 01:19:52.128078,2026-06-25 01:19:55.229824,0 days 00:00:03.101746,0.9406590942262119,1.0,0.6619871537619337,3.4220529032706923,False,0.4845545349848576,0.7712932196512772,0.1481818990030073,0.025411709798607296,50.0,61.0,2.0,2.0,995,,COMPLETE
7,0.20130043981248114,2026-06-25 01:19:55.239469,2026-06-25 01:20:04.915078,0 days 00:00:09.675609,0.958931027762678,1.0,0.3957756313952873,1.5409457762881555,True,0.4695214357150779,0.4722677036694331,0.23927653245200955,0.014633380642745364,75.0,2.0,6.0,32.0,939,,COMPLETE
8,0.20514297518231017,2026-06-25 01:20:04.929732,2026-06-25 01:20:08.646452,0 days 00:00:03.716720,0.8683831592708489,1.0,0.009543550367992308,0.0014359718569878096,False,0.8564710291701385,0.314424545478219,1.017190525260289,0.042356773126632795,39.0,6.0,2.0,65.0,92,,COMPLETE
9,0.20285920161642634,2026-06-25 01:20:08.655162,2026-06-25 01:20:11.460454,0 days 00:00:02.805292,0.8231148769106889,1.0,1.3124992669799407,10.979988817809668,True,0.549575337489325,0.871473444128699,1.607363786590539,0.07581256838789621,39.0,2.0,3.0,61.0,298,,COMPLETE
